prompt,reference,split
"
Question: A street vendor's annual license fee was recently increased by the city. The street vendor's:

a)total variable cost curve will rotate upward.

b)marginal and average variable cost curves will not be affected.

c)marginal cost curve will shift in, along with her average variable cost curve.

d)marginal cost curve will shift out, along with her average variable cost curve.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(E) d)marginal cost curve will shift out, along with her average variable cost curve.",train
"
Question: Which of the following is a potential operating instrument for the central bank?

A) The monetary base

B) The M1 money supply

C) Nominal GDP

D) The discount rate

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) The monetary base,train
"
Question: The money demand curve slopes downward because a rise in interest rates causes _____.

(a) bonds to become more attractive

(b) the Fed to decrease the quantity of money in circulation

(c) the opportunity cost of holding money to decrease

(d) investment spending to decrease

(e) consumption spending to decrease.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) bonds to become more attractive,train
"
Question: For a purely competitive firm _____; and for a uniform-price monopolist _____:

A. {eq}P = MR = AR; P = AR < MR

{/eq}B. {eq}P = MR = AR; P = AR > MR

{/eq}C. {eq}P = MR = AR; P = MR < AR

{/eq}D. {eq}P = AR > MR; P > MR = AR

{/eq}E. {eq}P > MR = AR; P = AR > MR

{/eq}

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",C,train
"
Question: Identify the two largest expenditure categories for the United States federal government.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Social Security and Medicare,train
"
Question: John Walker has a job at the Nuts and Bolts Company, but he didn't go to work last week because of a strike at the plant. Last Thursday, he went to the Screw and Washer Factory to see about a temporary job until the strike terminates.  Is John Walker counted as unemployed?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",No,train
"
Question: Bonnie and Clyde each own one-third of a fast-food restaurant, and their 13-year-old daughters own the other shares. Both parents work full-time in the restaurant, but the daughter works infrequently. Neither Bonnie, Clyde receives a salary during the year when the ordinary income of the S corporation is $180,000. An IRS agent estimates that reasonable salaries for Bonnie, Clyde, and the daughter are $30,000, $35,000, and $10,000, respectively.

What adjustments would you expect the IRS to impose upon these taxpayers?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",105000,train
"
Question: Which of the following would cause the growth in real GDP to understate the improvement in the standard of living over time?

A. If the average person increases hours worked over time.

B. If the environment is improving over time.

C. If the population grows over time.

D. All of the above.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) All of the above.,train
"
Question: Given a point (point E) on the R-S graph, if r increases and q increases (and magnitude of r change is LESS than the magnitude of the q change) then the new point will be _ of point E. a. above left b. above right c. below left d. below right e. none of the above

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) below right,train
"
Question: Given the following data, calculate GDP.

Wages = $500

Rent = $100

Government spending = $2500

Consumer spending = $7800

Private (business) investment = $2100

Net exports = -$400

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","$12,000",train
"
Question: Suppose we have the following information on interest rates and exchange rates (between the US and Great Britain (GB).

Nominal interest rate in US: i$ = 0.025 (2.5%)

Nominal interest rate in GB: i = 0.01 (1%)

Exchange rate: e = 2

($ price of  1)

Expected exchange

Rate: eexp = 2.05.

Given this information;

a. people have the incentive to hold.

b. people have equal incentive to hold either currency.

c. none of the other options.

d. the expected return to holding is 0.05 (i.e., 5%).

e. people have the incentive to hold $.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(1) people have the incentive to hold.,train
"
Question: The marginal utilities associated with the first 4 units of consumption of good Y are 10, 12, 9, and 7. What is the total utility associated with the third unit?

a. 3

b. 9

c. 25

d. 31

e. The amount cannot be determined from the marginal utilities.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) 31,train
"
Question: Which of the following industries is an example of a contestable market?

A. automobiles

B. software

C. oil

D.None of these examples fit the qualifications.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) software,train
"
Question: The demand for a product is more elastic the:

A. more broadly defined the product.

B. higher the price of the product is.

C. less substitutes available for that product.

D. smaller the share of a consumer's income the item represents.

E. none of the above.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) higher the price of the product is.,train
"
Question: The current exchange rate regime is sometimes described as a system of managed floating exchange rates but with some blocs of currencies that are tied together. What are the two major blocs of currencies that are tied together?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",The Dollar and the Euro,train
"
Question: Quantity of Labor Supplied 
   Required Wage Rate 
   
   
   1 
   $6.00 
   
   
   2 
   9.00 
   
   
   3 
   12.00 
   
   
   4 
   15.00 
   
   
   5 
   18.00 
   
   
   6 
   21.00 
   
   
   7 
   24.00 
   
   
   8 
   27.00 
   
   
   9 
   30.00 
   
   
   10 
   33.00 
   
  


According to the table above, what is the marginal factor cost of the eighth worker?

1) $27.00

2) $48.00

3) $216.00

4) $168.00

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(2) $48.00,train
"
Question: Your firm's research department has estimated the elasticity of demand for toys to be -0.7. As the manager of the firm, determine the impact of an 8 percent increase in toy prices on your total revenues.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",2% increase,train
"
Question: In which direction does a reduction in the price of the good cause the supply curve to shift?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",rightwards,train
"
Question: Money prices are:

essential to a coordinating mechanism.

not essential to a coordinating mechanism.

always the best way to solve economic problems.

unfair ways of coordinating individual actions.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",A,train
"
Question: Consider an exchange economy with a large number  (n &geq; 3) of goods. Suppose that A is a feasible allocation on the economy's contract curve whereas B is a feasible allocation that is not on the contract curve.

Which of the following must be true?

(a) All individuals prefer the allocation A to B

(b) Some individuals prefer the allocation A to B

(c) No individuals prefer the allocation A to B

(d) None of the above

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) Some individuals prefer the allocation A to B,train
"
Question: When the marginal benefit of output exceeds the marginal cost:

a. production of that output should be increased, in order to maximize economic surplus.

b. production of that output should be decreased, in order to maximize economic surplus.

c. increasing the production of that output would increase the missing surplus.

d. reducing the production of that output would reduce the missing surplus.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(A) production of that output should be increased, in order to maximize economic surplus.",train
"
Question: What is the rough breakup of costs in the total manufactured cost of any product, percentage wise?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","Labor: 20-50%
Raw materials: 10-50%
Transportation: 13-25%
Sales and Distribution: 5-10%",train
"
Question: In the country of Zana, a unit of labor can produce 4 units of good X or 2 units of good Y; in the country of Bren, a unit of labor can produce 2 units of good X or 1

unit of good Y. Which of the following is true?

a. Bren has absolute advantage in producing both goods X and Y.

b. Bren has comparative advantage in producing good Y.

c. Zana has comparative advantage in producing good Y.

d. Bren should export good X to Zana.

e. Bren and Zana cannot benefit from trading with each other.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(E) Bren and Zana cannot benefit from trading with each other.,train
"
Question: An increase in taxes (when Ricardian equivalence doesn't hold) causes national savings to _____. As a result, the _____ curve will shift to the left.

A. rise; IS

B. fall; LM

C. rise; LM

D. fall; IS

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) fall; IS,train
"
Question: True or False? Explain.

According to the independence axiom of the von Neumann Morgenstern expected utility model, small changes in probabilities do not change the nature of the ordering between two lotteries.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",True,train
"
Question: In a crowded city far away, the authorities decided that rents were too high. The supply function of rental apartments was {eq}q = 15 + 3p

{/eq} and the demand function was given by {eq}q = 237 - 3p

{/eq}, where p is the rent (in $100s to make it realistic). The authorities made it illegal to rent an apartment at more than p = 30. To avoid a housing shortage, the authorities agreed to pay landlords enough of a subsidy to make supply equal to demand.

How much would the subsidy per apartment have to be to eliminate excess demand at the ceiling price?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",14,train
"
Question: In the two-sector (manufacturing and agriculture) specific-factors model, suppose that the home country has a comparative advantage in manufacturing output. Why does the return to capital change after trade occurs?

a. There is more land used per unit of labor in the agricultural sector.

b. There is more labor used per unit of land in the agricultural sector.

c. There is more capital used per unit of labor in the manufacturing sector.

d. There is more labor used per unit of capital in the manufacturing sector.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) There is more labor used per unit of capital in the manufacturing sector.,train
"
Question: If the supply of a good is perfectly inelastic, then a tax on the good will be paid

A) mostly but not completely by the buyers.

B) mostly but not completely by the sellers.

C) completely by the sellers.

D) equally by the buyers and sellers.

E) completely by the buyers.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(E) completely by the buyers.,train
"
Question: You have $50 and want to buy some CD's. If prices of CD's rose from $5 each to $10, how would your quantity of demanded of CD's change?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",5,train
"
Question: If a governments money is backed by gold and global instability, it causes its mint parity rate to become to high as a result and the country falls into a depression, can the governments central bank fight the recession by increasing the money supply? Explain

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",No,train
"
Question: Money prices are:

essential to a coordinating mechanism.

not essential to a coordinating mechanism.

always the best way to solve economic problems.

unfair ways of coordinating individual actions.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",A,train
"
Question: Suppose the world interest rate rises. If the elasticity of Canada's exports in relation to the real exchange rate is very low, will this rise in the world interest rate have a large or small effect on Canada's real exchange rate?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",large,train
"
Question: What is considered the ideal market structure?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",perfect competition,train
"
Question: A government decided to approve a private airport-building scheme because it was socially beneficial. In making its decision, it calculated private costs at $700 M, private benefits at $800 M, and external costs at $200 M.

What must have been true about the external benefits of the scheme?

A. External benefits equalled private benefits.

B. External benefits exceeded $100 M.

C. External benefits exceeded external costs.

D. There were no external benefits.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(M) C. External benefits exceeded external costs.,train
"
Question: 3.  Your company manufactures two models of speakers, the Ultra Mini and the Big Stack. Demand for each depends partly on the price of the other. If one is expensive, then more people will buy the other. If p1 is the price of the Ultra Mini, and p2 is the price of the Big Stack, demand for the Ultra Mini is given by q1(p1, p2) = 100,000 - 400p1 + 10p2 where q1 represents the number of Ultra Minis that will be sold in a year. The demand for the Big Stack is given by q2(p1, p2) = 150,000 + 10p1 - 400p2. Find the prices for the Ultra Mini and the Big Stack that will maximize your total revenue.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","The price of the Ultra Mini speakers needed to maximize revenue is $127.36, while the price of the Big Stack speakers needed to maximize revenue is $189.1.",train
"
Question: Fill in the blank with correct word/s.

{eq}\rule{1in}{.2mm}

{/eq} is the cost of borrowing money.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Interest Rate,train
"
Question: Irma's handicrafts has the production function {eq}f(x1,x2) = (min(x1,x2))^{1/2}

{/eq}, where x1 is the amount of plastic used, x2 is the amount of labour used, and f(x1,x2) is the number of lawn ornaments produced. Let w1 be the price per unit of plastic and w2 be the wage per unit of labour.

Irma's cost function is {eq}c(w1,w2,y) = (w1 + w2/2)y^2

{/eq}

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","c(w1, w2, y) = (w1 + w2)y^2",train
"
Question: The most important source of government revenue, that demands a close analysis both in terms of the principles underlying it and its impact on the economy is:

A. Government loan

B. Taxation

C. Government expenditure

D. Tax

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) Taxation,train
"
Question: A unit elastic supply curve must have a slope equal to one in order to be unit elastic. True or false?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",True,train
"
Question: True or False: If the price elasticity of demand for a good is -1, then doubling the price of that good will leave total expenditures on that good unchanged.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",True,train
"
Question: In 2016, Landon has self-employment earnings of $195,000. Compute Landon's self-employment tax liability and the allowable income tax deduction of the self-employment tax paid.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","Self Employment Tax liability: $19,916.39
Tax deductible portion: $9,958.20",train
"
Question: When the interest rate falls, people are:

A. less likely to save, that is, demand a financial asset.

B. more likely to save, that is, demand a financial asset.

C. less likely to save, that is, supply a financial asset.

D. more likely to save, that is, supply a financial asset.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(A) less likely to save, that is, demand a financial asset.",train
"
Question: Which of the following does not contribute to more elastic supply?

a. little difficulty increasing production of the good at constant unit costs

b. a long time frame

c. a global market

d. a very large input market

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) a very large input market,train
"
Question: Which of the following options is correct?

An open market operation decreases the money supply when the Federal Reserve

a. sells bonds to banks, which increases bank reserves.

b. buys bonds from banks, which increases bank reserves.

c. buys bonds from banks, which decreases bank reserves.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(A) sells bonds to banks, which increases bank reserves.",train
"
Question: You run a game-day shuttle service for parking services for the local ball club. Your costs for different customer loads are given in the following table.


Customer LoadCost
1$30
2$32
3$35
4$38
5$42
6$48
7$57
8$68
What are your marginal costs for each customer load level?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","Customer Load | Marginal Cost
---|---
1 | 
2 | $2
3 | $3
4 | $3
5 | $4
6 | $6
7 | $9
8 | $11",train
"
Question: Answer the next question(s) on the basis of the following information for Manfred's Shoe Shine Parlor.

 
  
   
   Units of Labor 
   Total Product 
   Marginal Product 
   Total Revenue 
   
  
  
   
   0 
   0 
    
    
   
   
   1 
   14 
   14 
   $42 
   
   
   2 
    
   10 
    
   
   
   3 
   30 
    
   90 
   
   
   4 
   35 
    
    
   
   
   5 
   39 
    
   117 
   
   
   6 
   126 
    
    
   
   
   7 
   44 
   2 
   132 
   
  


Assume Manfred hires labor, its only variable input, under purely competitive conditions. Shoe shines are also sold competitively. If the wage rate is $11, how many workers will Manfred hire to maximize profits?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",5,train
"
Question: Suppose there are two very similar countries (call them C and D). Both countries have the same population and they are both experiencing the population growth (that is, N is identical in both countries and grows at the same rate {eq}g_N

{/eq}). Both countries also depreciate capital at the same rate d.

Suppose that both countries have the same technology, and there and experience the same technological progress {eq}g_A

{/eq} and that we observe that both countries are in steady state.

True or false, consumption per effective workers {eq}\frac{C}{AN}

{/eq} must be equal in both countries.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",True,train
"
Question: Who influences how much liquidity is created or reduced in the u.s. economy?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",The Federal Reserve,train
"
Question: A worker's ""real"" wage is related to:

a.his productivity in the workplace.

b.the value of his production to his employer.

c.the nation's absolute advantage in production of that product.

d.his productivity in the workplace, the value of his production to his employer, and the nation's absolute advantage in production of that product.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(T) d.his productivity in the workplace, the value of his production to his employer, and the nation's absolute advantage in production of that product.",train
"
Question: The following table contains some production possibilities for an economy for a given month.

Sweaters Gloves

4- 300

6- ?

8- 100

3_ 5.

If the production possibilities frontier is bowed outward, then ""?"" could be

a. 100.

b. 150.

c. 200.

d. 250.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) 250.,train
"
Question: A house is not liquid, therefore:

a. it can be converted quickly into cash

b. it appreciates the local currency

c. there is loss of purchasing power because numerous fees must be paid

d. it provides the lifeblood of the circular flow of income and expenditure

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) there is loss of purchasing power because numerous fees must be paid,train
"
Question: In one hour, Abe can make 3 shoes and 5 socks, while Bill can make 4 shoes and 6 socks. If Abe and Bill worked together, which point would NOT lie on their production possibility frontier?

a. (5, 4)

b. (2, 8)

c. (0, 11)

d. (7, 0)

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(B) (2, 8)",train
"
Question: If an industry has no barriers to entry, no product promotion strategy, a standardized product type, and a very large number of firms operating within it, the industry can be said to have:

(Select one)

a) a monopoly market structure.

b) perfect competition.

c) differentiated market.

d) monopolistic competition.

e) an oligopoly market structure.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) perfect competition.,train
"
Question: Assume that a salesman learned the price elasticity of demand for his products is -2.0. By what percentage will the total sales (revenue) increase if he cuts the price by 10%?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",8%,train
"
Question: If someone was smoking on a deserted island, would this be a negative externality?.

I think it is negative externality due to pollution. Please explain your reason

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: The difficulty of ascertaining the right second-best trade policy to follow _____.

a. provides support for the third-best policy approach

b. provides support for increasing research capabilities of government agencies.

c. provides support for abandoning trade policy as an option

d. provides support for free trade

e. none of the above

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) provides support for free trade,train
"
Question: Jane has a concave utility wealth function, u(x). Which of the following statements is true?

a.	Jane prefers Y to Z

b.	Jane prefers Z to Y

c.	Jane is indifferent between Y and Z

d.	Jane's preference ranking between Y and Z cannot be determined without additional information

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) Jane's preference ranking between Y and Z cannot be determined without additional information,train
"
Question: Stagflation in the 1970s is most associated with:

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",A,train
"
Question: The lower the dollar price of a peso, the higher is the quantity demanded of pesos and the lower is the quantity supplied of pesos. Do you agree or disagree?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: When the central bank sells $1,000,000 worth of government bonds to the public, the money supply:

A) decreases by more than $1,000,000.

B) decreases by $1,000,000.

C) decreases by less than $1,000,000.

D) increases by $1,000,000.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(A) decreases by more than $1,000,000.",train
"
Question: A monopolist has inverse demand function p = 150 - 2x and total cost function c = 0.1x^3 - 3x^2 + 50x + 100. what are the profit maximizing price and quantity?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",The profit maximizing price is 106.215 and quantity is 21.8925.,train
"
Question: For which of the following purchases would the absolute price elasticity of demand be greatest?

A) A sports car

B) Utilities

C) Chewing gum

D) A cell phone

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) A sports car,train
"
Question: If the wage rate is $20 per hour and the cost of capital is $25 per hour, then the slope of the isocost curve will be _____.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",0.8,train
"
Question: True or False: If labor and capital are complements in production, then the long-run labor demand curve is less elastic than the short-run labor demand curve. Explain your answer.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",False,train
"
Question: If Vikings only steal gold and silver from England, won't they have inflation back home?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: In an economy with a vertical aggregate supply curve, a decrease in taxes will affect price level and employment in which of the following ways? (Price level/Output)

A. Decrease/Increase

B. Increase/Increase

C. Increase/Decrease

D. Increase/No change

E. Decrease/No change

F. No change/Decrease

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) Increase/No change,train
"
Question: If the level of output that maximizes profits is the same level of output that maximizes revenues, then the marginal cost of this good is zero. Why?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",0,train
"
Question: In January of 2001, the population of the United States was 276.8 million, the working-age population was 210.2 million, the total number of people employed was 140, and the total number of people unemployed was 5.0 million. What was the labor force participation rate?

a) 56 percent

b) 69 percent

c) 78 percent

d) 67 percent

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) 69 percent,train
"
Question: The Wall Street Journal reports that the rate on three-year Treasury securities is 4.75 per cent and the rate on four-year Treasury securities is 5.00 per cent. The one-year interest-rate expected in three years is {eq}E (_4r_1)

{/eq}, 5.25 per cent, According to the liquidity premium theory, what is the liquidity premium on the four-year Treasury security, {eq}L_4

{/eq}?

a) 0.0375 per cent

b) 0.504 per cent

c) 5.01 per cent

d) 5.04 percent

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",0.504%,train
"
Question: David and Alex each own an identical toy. David values his toy at $15 and Alex values his toy at $5. Along come John and Jack, neither of whom own such a toy. John would be willing to pay up to $20 for the toy and Jack would pay up to $7. If the four are allowed to trade with each other, what is the maximum total surplus possible given this information and holding everything else constant?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",$15,train
"
Question: Stock X and Y have the following probability distributions of expected future returns.


Probability X Y
0.1 (10%) (35%)
0.2 2 0
0.4 12 20
0.2 20 25
0.1 3845
Calculate the expected rate of return, r(Y), for Stock Y (r(X) = 12%).

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",14%,train
"
Question: Suppose that the price of a product decreased from $6.50 to $5.50. and the quantity demanded increased from 55 to 65. What is the value of the price elasticity of demand?

a. 0.5

b. 9.85

c. 1.0

d. 1.18

e. 2.0

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",1.18,train
"
Question: How to calculate real GDP if we only have the quantity and price of three products?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","Real GDP in 2010 is $36, and Real GDP in 2011 is $58",train
"
Question: If the Federal Reserve wishes to increase the money supply, it should

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",A,train
"
Question: U.S. investment is financed from:

a) Private saving and borrowing from the rest of the world only,

b) Private saving, government budget surpluses, and borrowing from the rest of the world,

c) Private borrowing, government budget deficits, and lending to the rest of the world,

d) Private saving, government budget deficits, and borrowing from the rest of the world.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(B) Private saving, government budget surpluses, and borrowing from the rest of the world,",train
"
Question: Demand for X increases from 100 to 125 when the price of Y increases from $5 to $6.

What is the cross-price elasticity of demand?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",1.25,train
"
Question: Arnold Ken began blogging about Apple products during his fourth year of medical school. Kim's website, MacRumors.com became so successful that he decides to give up his medical career and work full time on his Website despite nearly $200,000 he had invested in his education. In making his decision, Kim decided to ignore the money and time he spent on his education. Economists would say that Ken made a _____.

a. national decision to ignore these sunk costs

b. poor decision since he had already invested his time and money on his medical career

c. poor decision since doctors are in greater demand than bloggers

d. hasty decision by not waiting to recoup his financial investment before giving up his medical career

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) national decision to ignore these sunk costs,train
"
Question: A firm that manufactures office desks has the following production function in the short run: {eq}Q = 400 L^{0.8} K^{0.5}

{/eq} where

Q = the quantity of chairs produced in a month

L = the amount of labor (hours of work) used in a month

K = the amount of capital (building, machines, equipment) used.

Assume that in the short run L = 1,000 and K = 100.

What is the quantity produced if L = 1,000 and K = 100?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","1,004,750",train
"
Question: Which loan type requires you to make loan payments while you're attending school?
 

A-Unsubsidized federal loan. B-Subsidized federal loan. C-Pell Grant. D-None of the above.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",A,train
"
Question: When the exchange rate between the U.S. dollar and the euro changes from 1.30 euros per dollar to 1.00 euro per dollar, the dollar has _____ and U.S. goods have become _____ to people in Europe so that quantity of U.S. dollars demanded _____.

A. appreciated; more expensive; decreases

B. depreciated; more expensive; decreases

C. appreciated; cheaper; increases

D. depreciated; cheaper; decreases

E. depreciated; cheaper; increases

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) appreciated; cheaper; increases,train
"
Question: Suppose the price of a good decreases from $9.00 to $6.00 and the quantity supplied decreases from 1,500 units to 1,300 units. Using the midpoint formula, calculate the elasticity of supply.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",0.4,train
"
Question: A country lowers trade barriers and institutes monetary and price stability. As a result, the annual growth rate of gross domestic product (GDP) increases from 2 percent to 4 percent per year. All else the same, in 35 years, GDP will be _____ as high as if there were no reform.

a. 50 percent

b. twice

c. three times

d. five times

e. four times

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(E) four times,train
"
Question: Do the Central Bank of Ireland and the Federal Reserve operate as independent entities with monetary autonomy?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: Which of the following conditions is true when a producer minimized the cost of producing a given level of output?

a. The marginal product per dollar spent on all inputs is equal.

b. The MRTS is equal to the ratio of the quantity of inputs.

c. The marginal products of all inputs are equal.

d. The marginal product per dollar spent on all inputs is equal and the MRTS is equal to the ratio of the quantity of inputs.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) The marginal product per dollar spent on all inputs is equal.,train
"
Question: Qs = 2 + 10P and Qd = 8 - 2P2, find the equilibrium price and output. Graph the demand and supply curves.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","P=0.5, Q=7",train
"
Question: Jim's Camera shop sells two high-end cameras, the Sky Eagle and Horizon. The demand for these two cameras are as follow:Ds= demand for the Sky Eagle, Ps is the selling price of the Sky Eagle, Dh is the demand for the Horizon and Ph is the selling of the Horizon.

Ds=222-0.60Ps+0.35Ph

Dh=270+0.10Ps-0.64Ph

The store wishes to determine the selling price that maximizes revenue for these two products. Develop the revenue function for these two models, and find the prices that maximize revenue.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Ps = 289.2 and Ph = 304.97,train
"
Question: The price of a good increases from $8 to $10, and as a result the quantity of the good demanded declines from 120 to 80. Calculate the price elasticity of demand using the ARC formula AND determine whether demand is elastic, inelastic, or unit elastic.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","1.8, elastic",train
"
Question: In order for ""limit pricing"" to b e effective, the firm practicing such a strategy must be able to charge a price that is:

A) lower than the potential entrant's ATC but greater than the firm's own AVC.

B) lower than the potential entrant's ATC but greater than the firm's own ATC.

C) greater than the potential entrant's ATC but lower than the firm's own AVC.

D) greater than the potential entrant's ATC but lower than the firm's own ATC.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) lower than the potential entrant's ATC but greater than the firm's own ATC.,train
"
Question: Christopher sold 100 shares of Cisco stock for $5,500 in the current year. He purchased the shares several years ago for $2,200. Assuming his ordinary income tax rate is 24 percent and he has no other capital gain or losses, how much tax will he pay on this gain?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",$792,train
"
Question: The opportunity cost of producing a television in the United States is 20 bushels of wheat. In Mexico, the domestic cost of producing a television is 10 bushels of wheat. In this case

A. Mexico has a comparative advantage in the production of wheat.

B. the United States has a comparative advantage in the production of televisions.

C. mutual gains from trade can be obtained if the United States imports televisions from Mexico and Mexico imports wheat from the United States.

D. mutual gains from trade can be obtained if the United States imports wheat from Mexico and Mexico imports televisions from the United States.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) mutual gains from trade can be obtained if the United States imports televisions from Mexico and Mexico imports wheat from the United States.,train
"
Question: Does a free market economy have taxes?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
