prompt,reference,split
"
Question: While being best friends, Alex and Charlie support different soccer teams. So, when it was time for their favorite teams to play against each other, they gathered in a bar to watch the match. Alex's team was dominant during the whole game and was winning until the last minute, when Charlie's team scored a sudden goal to win the match. At this moment, both Alex and Charlie started to shout.
 What emotion is Charlie feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Nervousness
B: Anticipation
C: Caring
D: Disappointment
E: Delight
F: Pride

Cause Options:
A: His favorite soccer team won unexpectedly
B: His favorite team lost the match unexpectedly at the last minute
C: He enjoyed the atmosphere in the bar
D: He was happy to see Alex upset

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Delight, Cause: A: His favorite soccer team won unexpectedly",train
"
Question: Professor Adams had instructed John to complete a physics experiment. John, who isn't good at science, tried hard to focus on the experiment. After hours of work, when John completed the experiment, he found out that his result was the expected one. He sighed and called Professor Adams to share his results.
 What emotion is John feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Nervousness
B: Disgust
C: Surprise
D: Disappointment
E: Hopeless
F: Relief

Cause Options:
A: He excelled at a science experiment which he doesn't usually do
B: He managed to reach the expected result of the experiment
C: He was able to complete an experiment and get surprising results
D: The experiment was less challenging than he expecte

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: F: Relief, Cause: B: He managed to reach the expected result of the experiment",train
"
Question: Irene wanted to skip class, so she sniffled and groaned in pain in front of the teacher. The teacher excused her from the class and asked her to go to the infirmary.
 What emotion is Irene feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Joy
B: Disapproval
C: Annoyance
D: Sadness
E: Guilt
F: Pride

Cause Options:
A: She enjoys acting
B: She has a liking for the teacher
C: She got to skip class
D: She wanted to attend the class

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Joy, Cause: C: She got to skip class",train
"
Question: While standing in the cold, Natalie, who was under-dressed, went to an outdoor coffee shop to buy a cup of hot cocoa, which she craved deeply. Her voice was trembling when she was ordering and sighed as she took the first sip.
 What emotion is Natalie feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Fear
B: Nervousness
C: Joy
D: Anticipation
E: Gratitude
F: Pride

Cause Options:
A: She might have a deadline coming up
B: The coffee shop reminds her of good memories
C: The hot cocoa is making her feel less cold
D: The server is causing her distress

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: C: Joy, Cause: C: The hot cocoa is making her feel less cold",train
"
Question: Phoebe's business idea had been turned down by many investors. She was on the verge of breaking down and giving up when she received an email containing an offer from a venture capitalist known for investing in ambitious startups. Phoebe re-read the email a couple of times before responding. ""I knew it"", she said with a raspy, trembling voice.
 What emotion is Phoebe feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Delight
B: Nervousness
C: Disapproval
D: Hopeless
E: Indifferent
F: Pessimism

Cause Options:
A: She's finally given up on her business idea
B: She received an offer when she was on the verge of giving up
C: She knew the results beforehand and did not care about it
D: She's always wanted to meet a venture capitalist

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Delight, Cause: B: She received an offer when she was on the verge of giving up",train
"
Question: Arnold has spent the last week working on a bug in his program. His boss has been pressuring him to fix it, but he has no idea what part of the code is wrong. So, he tried to explain his code to his coworker, and during his explanation, he paused and gasped loudly.
 What emotion is Arnold feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Excitement
B: Hopeless
C: Fear
D: Guilt
E: Disapproval
F: Gratitude

Cause Options:
A: He finally found the bug in his code and is prepared to solve it
B: His coworker explained the solution to him
C: He doesn't have to explain his code anymore
D: He realized his boss made a mistake

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Excitement, Cause: A: He finally found the bug in his code and is prepared to solve it",train
"
Question: Rosy and Andie went on a hike. Rosy's blood sugar gets low very quickly, so she brought chocolates with her. During the hike, Andie saw Rosy's face had gone pale while she was grabbing a piece of chocolate, so she said ""Sorry, did I scare you?"".
 What emotion is Andie feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Caring
C: Guilt
D: Nervousness
E: Embarrassment
F: Curiosity

Cause Options:
A: She feels bad for scaring Rosy
B: She was making a joke to lighten the mood
C: She is worried about her friend
D: She didn't bring any chocolates for Rosy

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Amusement, Cause: B: She was making a joke to lighten the mood",train
"
Question: India and Jane had prepared a surprise for their best friend, Blair, whose birthday was in 3 days. A day before Blair's birthday, the three of them were playing together in Blair's room and India started talking about the surprise. Before India could talk further, Jane faked a cough and gave India a stare.
 What emotion is Blair feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Embarrassment
B: Annoyance
C: Oblivious
D: Jealousy
E: Delight
F: Anticipation

Cause Options:
A: She does not know about the surprise
B: She expects a great birthday party
C: She wants to know why Blair is angry
D: She feels her friends don't like her

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: C: Oblivious, Cause: A: She does not know about the surprise",train
"
Question: Richelle dropped off her 3-year-old daughter to her mother today to attend a work meeting. She specifically reminded her mother not to spoil her daughter too much. When she went to pick her daughter up from her mother, she saw that her daughter was eating chocolate, while happily smiling and her face and hands covered in chocolate.
 What emotion is Richelle feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Embarrassment & Anger
B: Embarrassment & Love
C: Remorse & Jealousy
D: Anger & Love
E: Sadness & Love
F: Sadness & Jealousy

Cause Options:
A: Her mother followed her specific instructions & She doesn't like chocolate
B: She doesn't like chocolate & She saw the sight of her daughter happy and smiling
C: She was angry at her mom for giving her daughter a large amount of chocolate & She forgot to buy some chocolate
D: She was angry at her mom for giving her daughter a large amount of chocolate & She doesn't like chocolate
E: She was angry at her mom for giving her daughter a large amount of chocolate & She wanted to give her daughter chocolate herself
F: She was angry at her mom for giving her daughter a large amount of chocolate & She saw the sight of her daughter happy and smiling

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: D: Anger & Love, Cause: F: She was angry at her mom for giving her daughter a large amount of chocolate & She saw the sight of her daughter happy and smiling",train
"
Question: For the new semester, the university has organized a 10-mile marathon for new students. Isaac is new to running, but he wants to participate in this marathon and finish it, regardless of how long it takes him. So, he prepared many days prior to the event. On the day of the event, after crossing the finish line, Isaac stood with his arms akimbo and face frowning. Then, he found a smile on his face.
 What emotion is Isaac feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Pessimism
B: Amusement
C: Joy
D: Annoyance
E: Pride
F: Anger

Cause Options:
A: He didn't win the 10-mile marathon
B: He was the first person to cross the finish line
C: He finished a marathon that he trained hard for
D: He didn't want to get tired

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Pride, Cause: C: He finished a marathon that he trained hard for",train
"
Question: Vivian had a habit of shaking her legs as a way of having fun or when she wanted to focus. One day, when she was doing her project in the lab and shaking her leg, Jane approached her and asked if she was okay.
 What emotion is Jane feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Annoyance
B: Joy
C: Remorse
D: Disgust
E: Jealousy
F: Nervousness

Cause Options:
A: She doesn't understand why Vivian is happy
B: She thinks Vivian might be anxious about something
C: She was uncomfortable with Vivian shaking her legs
D: She didn't understand Vivian's project

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: F: Nervousness, Cause: B: She thinks Vivian might be anxious about something",train
"
Question: Joanne was pretty and likable. She hoped that she could find a partner on her terms. However, she kept receiving love letters from anonymous admirers. Every morning, she would see the letters piling in her school locker. She took a deep breath and counted to five before smiling and going to the class.
 What emotion is Joanne feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Annoyance
B: Guilt
C: Joy
D: Pride
E: Admiration
F: Excitement

Cause Options:
A: She receives love letters from anonymous admirers although she wants to find a partner on her own
B: She doesn't like receiving any form of letters
C: She doesn't find anyone likable in her school
D: She enjoys having many admirers

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Annoyance, Cause: A: She receives love letters from anonymous admirers although she wants to find a partner on her own",train
"
Question: It was the day of the school's talent competition. Backstage, Sara, who was performing her stand-up comedy show, felt like she had prepared a good sketch for her act and only needed one last rehearsal. So she started pacing back and forth while mumbling words.
 What emotion is Sara feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Hopeful
B: Embarrassment
C: Nervousness
D: Joy
E: Annoyance
F: Guilt

Cause Options:
A: She is expecting her friends to arrive
B: She feels well prepared for the competition
C: She is trying a new comedy sketch that she hasn't tried before
D: She doesn't know if she's good enough

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Hopeful, Cause: B: She feels well prepared for the competition",train
"
Question: Nadia was incredibly excited about her upcoming graduation. On the day she was supposed to receive her degree, her parents said they had a surprise for her. When they revealed two new hardcover books as her surprise graduation gift, she managed a smile.
 What emotion is Nadia feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Disappointment
C: Joy
D: Delight
E: Curiosity
F: Fear

Cause Options:
A: She expected her parents to be absent at her graduation
B: Her parents gave her books, which she didn't like as a gift
C: She didn't graduate on her expected date
D: She loved the gifts her parents got her

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Disappointment, Cause: B: Her parents gave her books, which she didn't like as a gift",train
"
Question: Rosy and Andie went on a hike. Rosy's blood sugar gets low very quickly, so she brought chocolates with her. During the hike, Andie saw Rosy's face had gone pale while she was grabbing a piece of chocolate, so she said ""Sorry, did I scare you?"".
 What emotion is Rosy feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Fear
B: Nervousness
C: Embarrassment
D: Disgust
E: Gratitude
F: Jealousy

Cause Options:
A: Her blood sugar is low again
B: Her friend is worried about her
C: She doesn't like her pale face
D: She was frightened by Andie

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Nervousness, Cause: A: Her blood sugar is low again",train
"
Question: Chris absolutely loves drinking alcohol, regardless of its taste, and considers it his favorite hobby. His favorite type of alcohol is Whiskey. Yesterday, he went to his friend's bar to try out their new Whiskey-based cocktail. As Chris finished the drink in one big gulp, his nose wrinkled, and his eyes diminished. He then thanked his friend and asked for another cup.
 What emotion is Chris feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Anger & Nervousness
B: Joy & Nervousness
C: Disapproval & Nervousness
D: Joy & Disapproval
E: Joy & Excitement
F: Anger & Disgust

Cause Options:
A: He enjoys the drink & The drink made him not like whiskey anymore
B: He enjoys the drink & He knew he would be enjoying a whiskey-based drink
C: He didn't enjoy the drink but is excited for trying another & His friend lied to him about the drink
D: He didn't want to make his friend feel bad & The drink made him not like whiskey anymore
E: He knew he would be enjoying a whiskey-based drink & The drink made him not like whiskey anymore
F: He didn't enjoy the drink but is excited for trying another & He didn't want to make his friend feel bad

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Joy & Excitement, Cause: B: He enjoys the drink & He knew he would be enjoying a whiskey-based drink",train
"
Question: Emily was invited to a cultural event showcasing traditional dance and music from various countries. She attended the event with her friend Sarah. During one performance that Sarah was enjoying a lot, Emily couldn't help but burst into laughter at the intricate dance moves of the performers.
 What emotion is Emily feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Indifferent
B: Disappointment
C: Disgust
D: Hopeful
E: Amusement
F: Sentimental

Cause Options:
A: The forced laugh shows her frustration
B: She finds the dance movies surprisingly very funny
C: She was pranking her friend Sarah, knowing she would be upset
D: She does not like the show

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Amusement, Cause: B: She finds the dance movies surprisingly very funny",train
"
Question: Jake was running late for an important client meeting. In his rush to get out the door, he accidentally grabbed one brown loafer and one black dress shoe. When he arrived at the office, his coworker Dan noticed the mismatched shoes and chuckled.
 What emotion is Dan feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Embarrassment
C: Disappointment
D: Sadness
E: Caring
F: Sentimental

Cause Options:
A: He arrived early for a meeting
B: He found Jake's mismatched shoes to be funny
C: Jake was running late to their important meeting
D: He was relieved that it wasn't him who made a fashion mistake

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Amusement, Cause: B: He found Jake's mismatched shoes to be funny",train
"
Question: Lauren's birthday is coming, and I bought her a doll as a surprise gift. She came to my place two days before her birthday, and I forgot to cover the gift left on my nightstand. Lauren started laughing the moment she saw it. She called the doll ugly and made jokes about why anyone would even buy such a doll. I told her that maybe some people consider it a nice gift. She disagreed.
 What emotion is Lauren feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Delight
B: Disapproval
C: Anger
D: Embarrassment
E: Disgust
F: Anticipation

Cause Options:
A: She couldn't believe I got her such a bad gift
B: She knew what her gift was going to be
C: She was joyfully surprised by how ugly the doll was
D: She likes making jokes about dolls

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Delight, Cause: C: She was joyfully surprised by how ugly the doll was",train
"
Question: Alina and several colleagues are going to have a dinner meeting with a new business partner, and they plan to go to Bill's Bar after dinner to continue chatting. She wanted to tell more colleagues to join the bar party after dinner, so she sent a message to the work group, but she missed one word without realizing it. The message she sent was to go to Bill's Bar for dinner. It turned out that her colleague Samantha arrived at Bill's Bar during dinner time and found that no one was there.
 What emotion is Samantha feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Embarrassment
B: Annoyance
C: Excitement
D: Jealousy
E: Gratitude
F: Oblivious

Cause Options:
A: She was late for the dinner meeting
B: She didn't receive Alina's message
C: She is the only one that showed up to the bar
D: She was not invited to dinner like others

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Annoyance, Cause: C: She is the only one that showed up to the bar",train
"
Question: Naira went to the school theatre to watch the Lion King recital brought by the school's theatre club. Little did she know that Harry, her close friend, was the actor for Simba, who was under heavy makeup for his role. Once the performance was over, there was a chance for some selected audience to meet the performers backstage, Naira being one of them. Naira told the crew that apart from Simba's performance, she enjoyed the show a lot.
 What emotion is Harry feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Fear
B: Joy
C: Remorse
D: Anticipation
E: Gratitude
F: Embarrassment

Cause Options:
A: Naira didn't recognize him in his makeup
B: His performance was the only part of the show his close friend didn't like
C: Naira didn't get the chance to meet him backstage
D: His friend showed up and supported his performance

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: F: Embarrassment, Cause: B: His performance was the only part of the show his close friend didn't like",train
"
Question: Ava was excited to introduce her new boyfriend Zach to her extended family at her grandma's 80th birthday party. She brought Zach over to meet her grandma and he said ""Wow, you look amazing for 100!""
 What emotion is Ava feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Anticipation
B: Joy
C: Embarrassment
D: Remorse
E: Gratitude
F: Guilt

Cause Options:
A: Zach is her new boyfriend
B: Zach said her grandma looks younger than her actual age
C: Zach called her grandmother 20 years older than she actually is
D: Zach was not warmly welcomed by her family

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: C: Embarrassment, Cause: C: Zach called her grandmother 20 years older than she actually is",train
"
Question: John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.
 What emotion is Mark feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Caring & Nervousness
B: Joy & Guilt
C: Oblivious & Guilt
D: Joy & Oblivious
E: Joy & Caring
F: Caring & Guilt

Cause Options:
A: He was not aware that John was the one who made the painting & He thinks the painting was made by a professional artist
B: He likes to tease John & He thinks the painting was made by a professional artist
C: He was not aware that John was the one who made the painting & He likes to tease John
D: He was not aware that John was the one who made the painting & He is focused on the upcoming game night
E: He found the painting funny & He was not aware that John was the one who made the painting
F: He thinks the painting was made by a professional artist & He is glad about arriving early

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: D: Joy & Oblivious, Cause: E: He found the painting funny & He was not aware that John was the one who made the painting",train
"
Question: Emily was invited to a cultural event showcasing traditional dance and music from various countries. She attended the event with her friend Sarah. During one performance that Sarah was enjoying a lot, Emily couldn't help but burst into laughter at the intricate dance moves of the performers.
 What emotion is Sarah feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Indifferent
B: Disapproval
C: Disgust
D: Hopeful
E: Amusement
F: Sentimental

Cause Options:
A: She disapproves of the performers' dance moves
B: Her friend is laughing at the performance she is enjoying
C: She thinks the show will get better later
D: The performance is not meeting her expectations

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Disapproval, Cause: B: Her friend is laughing at the performance she is enjoying",train
"
Question: Ava was excited to introduce her new boyfriend Zach to her extended family at her grandma's 80th birthday party. She brought Zach over to meet her grandma and he said ""Wow, you look amazing for 100!""
 What emotion is Zach feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Caring
B: Joy
C: Embarrassment
D: Remorse
E: Gratitude
F: Guilt

Cause Options:
A: He complimented Ava's grandmother
B: Ava's family was not welcoming
C: Ava lied about her grandmother's age
D: He mistakenly called Ava's grandmother older than she is

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Caring, Cause: A: He complimented Ava's grandmother",train
"
Question: Jake was running late for an important client meeting. In his rush to get out the door, he accidentally grabbed one brown loafer and one black dress shoe. When he arrived at the office, his coworker Dan noticed the mismatched shoes and chuckled.
 What emotion is Jake feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Embarrassment
C: Disappointment
D: Sadness
E: Caring
F: Sentimental

Cause Options:
A: He was late for the meeting
B: His coworker laughed at his unmatching shoes
C: He forgot to bring the presentation for the meeting
D: His coworker liked his shoes

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Embarrassment, Cause: B: His coworker laughed at his unmatching shoes",train
"
Question: John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.
 What emotion is Alice feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Joy
B: Oblivious
C: Embarrassment
D: Caring
E: Guilt
F: Nervousness

Cause Options:
A: She knows John would appreciate a player arriving early
B: She thinks the abstract art piece is a masterpiece
C: She enjoys a friendly competition during game night
D: She understands that Mark's comment would make John upset

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: D: Caring, Cause: D: She understands that Mark's comment would make John upset",train
"
Question: Mina's mother was trying a new recipe for dinner. When Mina came home after doing sports with her friends, she smelled something bad and asked her mom if some food had gone bad in the house.
 What emotion is Mina's mother feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Disgust
C: Gratitude
D: Embarrassment
E: Nervousness
F: Disappointment

Cause Options:
A: She thought Mina's comments were funny
B: Her daughter told her that the food smelt bad
C: She realized some food had gone bad in their house
D: Mina's friends made fun of her cooking

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: D: Embarrassment, Cause: B: Her daughter told her that the food smelt bad",train
"
Question: Sasha recently moved to Mexico for work and had to learn Spanish quickly. She took some lessons and thought she was doing okay in her new language. At a departmental lunch, she tried to compliment her coworker's outfit but ended up saying ""You look like a chicken"" without realizing it due to a mix-up in her vocabulary.
 What emotion is Sasha's coworker feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Disapproval
B: Embarrassment
C: Jealousy
D: Gratitude
E: Caring
F: Guilt

Cause Options:
A: Sasha is trying to learn Spanish
B: Sasha criticized her outfit
C: Sasha complimented her outfit
D: Sasha disrespected her Spanish proficiency

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Disapproval, Cause: B: Sasha criticized her outfit",train
"
Question: Sasha recently moved to Mexico for work and had to learn Spanish quickly. She took some lessons and thought she was doing okay in her new language. At a departmental lunch, she tried to compliment her coworker's outfit but ended up saying ""You look like a chicken"" without realizing it due to a mix-up in her vocabulary.
 What emotion is Sasha feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Disapproval
B: Embarrassment
C: Jealousy
D: Gratitude
E: Caring
F: Guilt

Cause Options:
A: She empathizes with her coworker's sense of style
B: She feels bad for calling her coworker a chicken
C: She is trying to use her broken Spanish to compliment her coworker
D: She is indirectly asking her coworker for language help

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Caring, Cause: C: She is trying to use her broken Spanish to compliment her coworker",train
"
Question: John invited his friends, Mark and Alice, over for a game night. Mark arrived early, and as John was setting up, he saw a piece of abstract art on the wall. Mark, not realizing it was John's own creation, mentioned it looked like it was made by a child. Alice, who was familiar with the paintings, remained silent, giving a knowing glance to John.
 What emotion is John feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Joy
B: Oblivious
C: Embarrassment
D: Caring
E: Guilt
F: Nervousness

Cause Options:
A: Mark arrived early to the game night
B: Alice remained silent when John laughed at his painting
C: His friend insulted his painting
D: He was still setting up when Mark arrived

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: C: Embarrassment, Cause: C: His friend insulted his painting",train
"
Question: Mina's mother was trying a new recipe for dinner. When Mina came home after doing sports with her friends, she smelled something bad and asked her mom if some food had gone bad in the house.
 What emotion is Mina feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Disgust
C: Gratitude
D: Embarrassment
E: Nervousness
F: Disappointment

Cause Options:
A: Mina's mom used an ingredient that Mina hates
B: Some food had gone bad in the house
C: She sensed a bad smell
D: She didn't want to criticize her mom's cooking

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Disgust, Cause: C: She sensed a bad smell",train
"
Question: Oliver was visiting his friend Thomas, who just moved into a new house. Thomas was proud of his modern home and gave Oliver a full tour, ending with his new smart home system. Oliver, not very technology-savvy, couldn't help but express how complicated it all seemed and wondered out loud why anyone would need so many features that barely seemed necessary.
 What emotion is Oliver feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Embarrassment & Joy
B: Embarrassment & Indifferent
C: Jealousy & Disapproval
D: Guilt & Joy
E: Disapproval & Indifferent
F: Embarrassment & Disapproval

Cause Options:
A: He prefers living in older, more traditional homes & He feels bad for criticizing Thomas' house
B: He thinks so many of the house's features are not necessary & He does not care about many of the features in the house
C: He doesn't like Thomas's taste in housing & He is jealous of Thomas's new home
D: He doesn't like Thomas's taste in housing & He feels bad for criticizing Thomas' house
E: He does not care about many of the features in the house & He doesn't like Thomas's taste in housing
F: He is jealous of Thomas's new home & He feels bad for criticizing Thomas' house

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Disapproval & Indifferent, Cause: B: He thinks so many of the house's features are not necessary & He does not care about many of the features in the house",train
"
Question: Anna really wanted chocolate cake. So, her good friend, Sally, decided to buy a chocolate cake. Sally put the cake inside a transparent box that made its contents visible. The box said vanilla cake on it. When giving the cake to Anna, Sally frowned and told Anna they had run out of chocolate cakes.
 What emotion is Anna feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Amusement
B: Sadness
C: Guilt
D: Disapproval
E: Gratitude
F: Surprise

Cause Options:
A: Sally didn't buy the cake she wanted
B: Sally effectively tricked her with the cake box
C: She didn't know Sally bought her a chocolate cake
D: Sally bought her the cake she wanted

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: E: Gratitude, Cause: D: Sally bought her the cake she wanted",train
"
Question: In our town, people smile and dance whenever a loved one passes away. Today, my dear grandmother passed away.
 What emotion is I feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Joy
B: Grief
C: Hopeless
D: Remorse
E: Sentimental
F: Indifferent

Cause Options:
A: In our culture we celebrate death
B: I was really close to my grandmother
C: I did not care about my grandmother
D: I am reminded of the memories with her

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: A: Joy, Cause: A: In our culture we celebrate death",train
"
Question: I have a teacher who gives the F grade as the highest mark since he believes F stands for Full. After our hard test yesterday, I just got my exam paper back and saw that he gave me an F.
 What emotion is I feeling, and why? First select an emotion, then choose its cause.

Emotion Options:
A: Delight
B: Pride
C: Nervousness
D: Sadness
E: Embarrassment
F: Disappointment

Cause Options:
A: I aced a difficult test
B: I thought I got the lowest grade but it was the highest
C: My teacher didn't appreciate my hard work
D: I failed the difficult test

Answer the question and return in the following format:

<think>
Your reasoning process.
</think>

<answer>
Emotion: [option letter]: [option text]
Cause: [option letter]: [option text]
</answer>
","Emotion: B: Pride, Cause: A: I aced a difficult test",train
